code,name,hist30,hl,vol_score,hl_score_original,hl_score,total
159362.SZ,A500ETF工银,14.21,0.1804,24.22,51,8.75,6.98
512990.SH,MSCIA股ETF华夏,11.09,0.2022,12.99,57,34.66,6.92
515760.SH,浙江国资ETF华夏,12.18,0.2019,12.92,57,34.66,6.85
160632.SZ,酒LOF,11.79,0.2005,12.6,57,34.66,6.79
166024.SZ,中欧恒利定开,15.71,0.1604,26.31,45,2.55,6.72
508096.SH,中航京能国际能源REIT,8.71,0.1627,25.65,46,3.2,6.66
160635.SZ,医药LOF基金,13.93,0.1948,17.43,55,22.19,6.59
163821.SZ,沪深300等权LOF,10.51,0.2199,0.91,62,60.7,6.53
161729.SZ,招商瑞利LOF,16.71,0.1768,23.83,50,7.11,6.46
160726.SZ,嘉实瑞享定开,13.16,0.1903,19.26,54,17.3,6.4
560750.SH,A500ETF申万菱信,14.0,0.1815,22.72,51,8.75,6.33
160813.SZ,长盛同盛LOF,16.49,0.1892,18.6,54,17.3,6.27
508008.SH,国金中国铁建REIT,4.64,0.2134,4.5,60,50.07,6.2
165509.SZ,中信保诚增强LOF,12.92,0.203,8.81,58,39.75,6.14
517100.SH,沪港深500ETF富国,13.58,0.196,16.06,55,22.19,6.07
160921.SZ,多策略LOF,15.5,0.2061,8.29,58,39.75,6.01
511360.SH,短融ETF海富通,0.14,0.0192,25.0,5,0.13,5.94
160529.SZ,创业板博时定开,13.06,0.2064,7.9,58,39.75,5.87
160219.SZ,医药LOF,12.16,0.1977,12.47,56,28.59,5.81
517900.SH,银行AH优选ETF,12.19,0.1901,17.3,54,17.3,5.74
508036.SH,平安宁波交投REIT,6.6,0.1683,22.13,48,4.63,5.68
159367.SZ,创业板50ETF华夏,19.62,0.1801,19.78,51,8.75,5.61
161133.SZ,优势回报FOF-LOF,15.08,0.195,13.97,55,22.19,5.55
511130.SH,30年国债ETF博时,4.02,0.1538,22.19,43,1.7,5.48
511010.SH,国债ETF,0.65,0.1749,20.1,49,5.94,5.42
159651.SZ,国开债券ETF,0.22,0.1119,22.39,31,0.26,5.35
163819.SZ,中银信用增利LOF,11.01,0.1999,6.92,57,34.66,5.29
168103.SZ,九泰锐益LOF,14.18,0.1926,11.75,55,22.19,5.22
160616.SZ,鹏华500LOF,15.53,0.1672,19.52,47,4.05,5.16
511090.SH,30年国债ETF,4.1,0.1581,19.97,45,2.55,5.09
166009.SZ,中欧动力LOF,13.81,0.2082,1.31,59,44.71,5.03
159972.SZ,5年地债ETF,0.71,0.1338,19.32,38,0.72,4.96
180102.SZ,华夏合肥高新REIT,8.3,0.1773,16.51,50,7.11,4.9
501203.SH,易基创新未来LOF,15.84,0.1676,17.62,47,4.05,4.83
563860.SH,中证A500ETF海富通,13.23,0.185,14.43,52,10.9,4.77
161118.SZ,中小企业100LOF,14.41,0.1914,11.49,54,17.3,4.7
160642.SZ,鹏华增瑞LOF,25.46,0.1622,17.04,46,3.2,4.63
501092.SH,交银瑞思LOF,17.9,0.1762,15.01,50,7.11,4.57
159509.SZ,纳指科技ETF景顺,24.35,0.1673,16.32,47,4.05,4.5
162720.SZ,广发创业板定开,14.61,0.1889,12.01,53,13.97,4.44
164105.SZ,华富强债LOF,10.19,0.2028,3.07,57,34.66,4.31
160527.SZ,博时研究优选LOF,14.03,0.1843,13.25,52,10.9,4.31
501206.SH,添富创新未来LOF,14.37,0.1902,10.38,54,17.3,4.24
161811.SZ,沪深300LOF银华,10.1,0.1989,5.48,56,28.59,4.18
161040.SZ,创业富国定开,15.63,0.1667,15.99,47,4.05,4.11
501305.SH,港股高股息LOF,14.23,0.198,5.42,56,28.59,4.05
161224.SZ,国投新丝路LOF,11.45,0.201,2.68,57,34.66,3.98
511060.SH,5年地方债ETF海富通,0.86,0.1507,16.38,43,1.7,3.92
159650.SZ,国开债ETF博时,0.25,0.1255,16.78,35,0.59,3.85
161119.SZ,易方达新综债LOF,0.92,0.1347,16.64,38,0.72,3.79
511260.SH,十年国债ETF,1.16,0.1605,15.73,45,2.55,3.72
180203.SZ,招商高速公路REIT,12.3,0.1798,13.05,51,8.75,3.66
501306.SH,港股高股息LOFC,14.88,0.1951,6.79,55,22.19,3.59
160142.SZ,南方优势产业LOF,15.34,0.1466,14.95,41,1.17,3.52
159395.SZ,信用债ETF大成,0.58,0.1333,14.36,38,0.72,3.46
511200.SH,信用债ETF华夏,0.92,0.1451,14.1,41,1.17,3.39
159397.SZ,信用债ETF广发,0.6,0.1454,13.9,41,1.17,3.33
511270.SH,10年地方债ETF海富通,1.22,0.102,14.16,29,0.2,3.26
160106.SZ,南方高增LOF,12.89,0.1833,9.4,52,10.9,3.2
160325.SZ,华夏创业板定开,12.52,0.1867,7.77,53,13.97,3.13
160143.SZ,创业板定开南方,13.72,0.1757,9.86,50,7.11,3.07
511020.SH,国债ETF5至10年,0.86,0.1595,11.62,45,2.55,3.0
501202.SH,华泰创新先锋LOF,11.74,0.1806,8.88,51,8.75,2.94
511190.SH,信用债ETF海富通,0.73,0.1168,12.08,33,0.33,2.87
508087.SH,国泰海通济南能源供热REIT,11.31,0.1883,5.87,53,13.97,2.81
160323.SZ,华夏磐泰LOF,3.37,0.1846,7.18,52,10.9,2.74
501071.SH,泓德丰泽LOF,11.31,0.1902,4.31,54,17.3,2.68
511110.SH,公司债ETF易方达,0.91,0.1335,10.31,38,0.72,2.61
159976.SZ,湾创ETF工银,10.16,0.1856,4.44,53,13.97,2.55
159396.SZ,信用债ETF博时,0.69,0.1342,9.79,38,0.72,2.48
161219.SZ,国投新兴产业LOF,11.83,0.1733,7.38,49,5.94,2.42
511520.SH,政金债券ETF,1.07,0.1384,9.46,39,1.04,2.35
162415.SZ,美国消费LOF,14.54,0.1906,2.15,54,17.3,2.28
159816.SZ,0-4地债ETF,0.44,0.129,9.01,36,0.65,2.22
161128.SZ,标普信息科技LOF,20.31,0.1571,8.03,44,1.96,2.15
169106.SZ,东方红创优定开,3.08,0.1862,2.61,53,13.97,2.09
511220.SH,城投债ETF海富通,0.76,0.1559,7.64,44,1.96,2.02
161125.SZ,标普500LOF,9.87,0.191,1.04,54,17.3,1.96
160105.SZ,南方积配LOF,12.87,0.1681,5.74,48,4.63,1.89
166107.SZ,多因子LOF,16.06,0.182,2.81,52,10.9,1.83
160641.SZ,鹏华丰锐LOF,5.19,0.1617,5.94,46,3.2,1.76
508077.SH,华夏基金华润有巢REIT,9.54,0.1712,5.22,48,4.63,1.7
159941.SZ,纳指ETF,16.7,0.1724,3.98,49,5.94,1.63
164206.SZ,天弘添利LOF,3.39,0.179,2.55,51,8.75,1.57
160806.SZ,长盛中证800LOF,13.57,0.1616,4.77,46,3.2,1.5
511580.SH,国债政金债ETF招商,0.65,0.1176,5.94,33,0.33,1.44
511070.SH,公司债ETF南方,0.57,0.1221,5.81,34,0.52,1.37
513110.SH,纳斯达克100ETF,16.68,0.1703,3.79,48,4.63,1.31
159659.SZ,纳斯达克100ETF,15.88,0.1728,3.2,49,5.94,1.24
159398.SZ,信用债ETF天弘,0.58,0.1474,5.03,42,1.5,1.17
513650.SH,标普500ETF南方,15.34,0.1687,3.39,48,4.63,1.11
513300.SH,纳斯达克ETF,16.96,0.1575,4.24,45,2.55,1.04
513870.SH,纳指ETF富国,16.0,0.1697,3.26,48,4.63,0.98
513500.SH,标普500ETF博时,14.7,0.1711,3.13,48,4.63,0.91
159632.SZ,纳斯达克ETF,16.7,0.1636,3.66,46,3.2,0.85
513850.SH,美国50ETF易方达,16.36,0.1629,3.59,46,3.2,0.78
159660.SZ,纳指ETF汇添富,17.3,0.1445,4.37,41,1.17,0.72
159655.SZ,标普ETF,14.52,0.168,2.87,48,4.63,0.65
159513.SZ,纳斯达克100ETF大成,15.3,0.1698,2.74,48,4.63,0.59
161130.SZ,纳斯达克100LOF,13.05,0.1717,1.63,49,5.94,0.52
513100.SH,纳指ETF,14.85,0.1628,2.42,46,3.2,0.46
159577.SZ,美国50ETF汇添富,14.61,0.1633,2.35,46,3.2,0.39
160518.SZ,博时睿远LOF,13.0,0.167,1.7,47,4.05,0.33
159696.SZ,纳指ETF易方达,14.11,0.1589,2.02,45,2.55,0.26
159501.SZ,纳指ETF嘉实,14.23,0.1548,2.22,44,1.96,0.2
513390.SH,纳指100ETF博时,14.52,0.1591,1.96,45,2.55,0.13
501017.SH,国泰融丰LOF,10.03,0.1599,0.78,45,2.55,0.07
